"Número d'expedient","Codi districte","Nom districte","Codi barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripció dia setmana","Dia setmana","Descripció tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Hora de dia","Descripció torn","Descripció causa vianant","Número de morts","Número de lesionats lleus","Número de lesionats greus","Número de víctimes","Número de vehicles implicats","Coordenada UTM (X)","Coordenada UTM (Y)","Longitud","Latitud"
"2017S001113    ",10,"Sant Martí",71,"Provençals del Poblenou",42306,"BILBAO / GV Corts Catalanes                       ","0164 0164","Divendres","Dv","Laboral","2017",2,"Febrer","10","09","Matí","No és causa del  vianant",0,1,0,1,1,"432877,48","4584648,97","2.194859","41.409289"
"2017S003816    ",10,"Sant Martí",71,"Provençals del Poblenou",253902,"Perú / Selva de Mar                               ","0198 0198","Dissabte","Ds","Laboral","2017",4,"Abril","29","14","Tarda","No és causa del  vianant",0,1,0,1,2,"433439,81","4585121,72","2.202894","41.413519"
"2017S005995    ",10,"Sant Martí",71,"Provençals del Poblenou",253902,"Perú                                              ","0250 0250","Dilluns","Dl","Laboral","2017",7,"Juliol","10","14","Tarda","No és causa del  vianant",0,1,0,1,1,"433658,22","4585334,74","2.205048","41.414983"
"2017S000591    ",10,"Sant Martí",71,"Provençals del Poblenou",169409,"SELVA DE MAR / GV Corts Catalanes                 ","1174 1174","Diumenge","Dg","Laboral","2017",1,"Gener","22","19","Tarda","No és causa del  vianant",0,1,0,1,1,"433922,65","4585745,39","2.201634","41.414447"
"2017S001862    ",10,"Sant Martí",71,"Provençals del Poblenou",128106,"PERE IV / Fluvià                                  ","0137 0137","Dimarts","Dm","Laboral","2017",3,"Març","7","09","Matí","No és causa del  vianant",0,1,0,1,2,"433437,31","4584809,67","2.203038","41.40997"
"2017S003392    ",10,"Sant Martí",71,"Provençals del Poblenou",356202,"Veneçuela / Selva de Mar                          ","0047B0047B","Divendres","Dv","Laboral","2017",4,"Abril","14","11","Matí","No és causa del  vianant",0,1,0,1,2,"433823,71","4584790,26","2.20736","41.410118"
"2017S007682    ",10,"Sant Martí",71,"Provençals del Poblenou",42306,"Diagonal / Bilbao                                 ","0143X0143X","Dissabte","Ds","Laboral","2017",9,"Setembre","16","22","Nit","No és causa del  vianant",0,1,0,1,2,"433119,20","4584372,05","2.198352","41.40669"
"2017S004402    ",10,"Sant Martí",71,"Provençals del Poblenou",253902,"Perú / Poblenou                                   ","0044B0044B","Dijous","Dj","Laboral","2017",5,"Maig","18","10","Matí","No és causa del  vianant",0,1,0,1,2,"432708,11","4584406,09","2.193796","41.406675"
"2017S001437    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",144601,"PROVENÇALS / Pujades                              ","0034 0034","Dimarts","Dm","Laboral","2017",2,"Febrer","21","08","Matí","No és causa del  vianant",0,1,0,1,1,"434334,03","4584806,91","2.208511","41.40754"
"2017S009997    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",30409,"Bac de Roda / Diagonal                            ","0098X0098X","Dijous","Dj","Laboral","2017",11,"Novembre","30","19","Tarda","No és causa del  vianant",0,2,0,2,2,"433571,61","4584514,79","2.20452","41.407344"
"2017S004372    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",95801,"Pellaires                                         ","0025 0025","Dimecres","Dc","Laboral","2017",5,"Maig","17","09","Matí","No és causa del  vianant",0,1,0,1,1,"434079,78","4584189,19","2.210245","41.404509"
"2017S004224    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",95801,"Pellaires                                         ","0001 0001","Divendres","Dv","Laboral","2017",5,"Maig","12","12","Matí","No és causa del  vianant",0,0,0,0,2,"434004,92","4584082,07","2.209333","41.403729"
"2017S003904    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",144601,"Diagonal                                          ","0078B0078B","Dimecres","Dc","Laboral","2017",5,"Maig","3","07","Matí","No és causa del  vianant",0,1,0,1,1,"434004,20","4584700,93","2.209629","41.40958"
"2017S005550    ",10,"Sant Martí",68,"el Poblenou",42306,"Bilbao / Ramon Turró                              ","0031X0031X","Diumenge","Dg","Laboral","2017",6,"Juny","25","20","Tarda","No és causa del  vianant",0,3,0,3,4,"433642,07","4583847,92","2.205233","41.401617"
"2017S003533    ",10,"Sant Martí",68,"el Poblenou",330107,"Tànger / Poblenou                                 ","0155X0155X","Dijous","Dj","Laboral","2017",4,"Abril","20","17","Tarda","No és causa del  vianant",0,1,0,1,1,"432893,58","4584241,29","2.196057","41.404944"
"2017S007185    ",10,"Sant Martí",68,"el Poblenou",17579,"Antic de València                                 ","0063X0063X","Dissabte","Ds","Laboral","2017",8,"Agost","26","09","Matí","No és causa del  vianant",0,0,0,0,1,"433427,07","4584348,91","2.202391","41.406085"
"2017S003838    ",10,"Sant Martí",68,"el Poblenou",270901,"Pujades                                           ","0173 0173","Diumenge","Dg","Laboral","2017",4,"Abril","30","11","Matí","No és causa del  vianant",0,2,0,2,3,"433286,15","4583881,56","2.200855","41.401938"
"2017S008465    ",10,"Sant Martí",68,"el Poblenou",701265,"Litoral (Besòs)                                   ","000760000","Dissabte","Ds","Laboral","2017",10,"Octubre","14","18","Tarda","No és causa del  vianant",0,2,0,2,2,"433705,19","4583102,38","2.204611","41.393827"
"2017S003629    ",10,"Sant Martí",68,"el Poblenou",701265,"Litoral (Besòs)                                   ","000760000","Diumenge","Dg","Laboral","2017",4,"Abril","23","15","Tarda","No és causa del  vianant",0,5,0,5,5,"433705,19","4583102,38","2.2018","41.392004"
"2017S004526    ",10,"Sant Martí",68,"el Poblenou",701266,"Litoral (Llobregat)                               ","000760000","Dilluns","Dl","Laboral","2017",5,"Maig","22","09","Matí","No és causa del  vianant",0,1,0,1,2,"433689,13","4583118,93","2.205981","41.395376"
"2017S002436    ",10,"Sant Martí",68,"el Poblenou",701498,"RDA LITORAL(LLOBRE                                ","000770000","Dilluns","Dl","Laboral","2017",3,"Març","27","08","Matí","No és causa del  vianant",0,1,0,1,2,"433630,18","4583034,46","2.203103","41.393092"
"2017S003016    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",209900,"Buenaventura Muñoz / Meridiana                    ","0016 0018","Dissabte","Ds","Laboral","2017",4,"Abril","1","18","Tarda","No és causa del  vianant",0,1,0,1,2,"432141,20","4582925,47","2.186869","41.393129"
"2017S003290    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",197302,"Marina / Llull                                    ","0069 0069","Dilluns","Dl","Laboral","2017",4,"Abril","10","15","Tarda","No és causa del  vianant",0,2,0,2,2,"432355,11","4582829,87","2.190224","41.392273"
"2017S004342    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",11200,"Almogàvers / Sardenya                             ","0062 0062","Dimarts","Dm","Laboral","2017",5,"Maig","16","12","Matí","No és causa del  vianant",0,1,0,1,2,"432053,10","4583022,74","2.185805","41.393971"
"2017S006013    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",197302,"Marina / Buenaventura Muñoz                       ","0104 0106","Dimarts","Dm","Laboral","2017",7,"Juliol","11","09","Matí","No és causa del  vianant",0,1,0,1,1,"432199,01","4583062,05","2.187949","41.393957"
"2017S000456    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",29206,"ALMOGÀVERS                                        ","0069 0069","Dimarts","Dm","Laboral","2017",1,"Gener","17","14","Tarda","No és causa del  vianant",0,1,0,1,2,"432826,28","4583330,58","2.189735","41.396734"
"2017S007632    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",44403,"Castillejos / Meridiana                           ","0000X0000X","Divendres","Dv","Laboral","2017",9,"Setembre","15","09","Matí","No és causa del  vianant",0,1,0,1,2,"432154,31","4583704,20","2.186951","41.399893"
"2017S005194    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",186703,"Llull / Zamora                                    ","0051 0055","Dimarts","Dm","Laboral","2017",6,"Juny","13","21","Tarda","No és causa del  vianant",0,1,0,1,2,"432565,15","4583005,71","2.192547","41.393928"
"2017S009929    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",50803,"Buenaventura Muñoz / Meridiana                    ","0046 0046","Dimarts","Dm","Laboral","2017",11,"Novembre","28","18","Tarda","No és causa del  vianant",0,1,0,1,2,"432143,93","4582938,47","2.186869","41.393129"
"2017S010245    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",146902,"Glòries Catalanes                                 ","0036 0036","Dilluns","Dl","Laboral","2017",12,"Desembre","11","10","Matí","No és causa del  vianant",0,1,0,1,2,"432163,26","4583969,65","2.188033","41.402572"
"2017S005770    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",180401,"Garcia Fària                                      ","0002X0002X","Dilluns","Dl","Laboral","2017",7,"Juliol","3","16","Tarda","No és causa del  vianant",0,1,0,1,2,"433994,99","4583703,33","2.20964","41.400669"
"2017S007662    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",267907,"Garcia Fària / Provençals                         ","0001X0001X","Divendres","Dv","Laboral","2017",9,"Setembre","15","23","Nit","No és causa del  vianant",0,0,0,0,1,"434356,38","4584059,23","2.213772","41.403526"
"2017S010115    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",148704,"Diagonal / Ciutat de Granada                      ","0164 0168","Dilluns","Dl","Laboral","2017",12,"Desembre","4","14","Tarda","No és causa del  vianant",0,1,0,1,2,"432415,92","4584183,98","2.190367","41.404181"
"2017S008757    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700654,"Litoral                                           ","0081 0081","Diumenge","Dg","Laboral","2017",10,"Octubre","22","15","Tarda","No és causa del  vianant",0,1,0,1,2,"434417,76","4583949,58","2.21088","41.400104"
"2017S008323    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700892,"Garcia Fària                                      ","0073 0073","Dissabte","Ds","Laboral","2017",7,"Juliol","15","13","Matí","No és causa del  vianant",0,2,0,2,2,"434506,78","4584215,19","2.215322","41.404969"
"2017S007902    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700892,"Garcia Fària                                      ","0095X0095X","Diumenge","Dg","Laboral","2017",9,"Setembre","24","04","Nit","No és causa del  vianant",0,1,0,1,1,"434885,06","4584565,44","2.218669","41.407651"
"2017S010551    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700892,"Litoral (Llobregat)                               ","0095X0095X","Dijous","Dj","Laboral","2017",12,"Desembre","21","02","Nit","No és causa del  vianant",0,2,0,2,1,"434885,06","4584565,44","2.222171","41.411355"
"2017S005323    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Josep Pla / Garcia Fària                          ","000590000","Dissabte","Ds","Laboral","2017",6,"Juny","17","22","Nit","No és causa del  vianant",0,2,0,2,2,"434803,19","4584402,67","2.218332","41.406911"
"2017S006639    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",30500,"Badajoz                                           ","0096 0102","Dilluns","Dl","Laboral","2017",7,"Juliol","31","08","Matí","No és causa del  vianant",0,1,0,1,2,"432760,08","4583622,69","2.194493","41.399488"
"2017S006839    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"B-10 (Llobregat)                                  ","0024E0000","Dimarts","Dm","Laboral","2017",8,"Agost","8","13","Matí","No és causa del  vianant",0,2,0,2,1,"434723,77","4584307,91","2.217908","41.405822"
"2017S008561    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)                               ","0024E0000","Dimecres","Dc","Laboral","2017",10,"Octubre","18","07","Matí","No és causa del  vianant",0,0,0,0,2,"434723,77","4584307,91","2.217908","41.405822"
"2017S009139    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",30500,"Badajoz                                           ","0113 0119","Dissabte","Ds","Laboral","2017",11,"Novembre","4","20","Tarda","No és causa del  vianant",0,3,0,3,2,"432668,35","4583684,78","2.193389","41.40004"
"2017S004670    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Litoral                                           ","000670000","Divendres","Dv","Laboral","2017",5,"Maig","26","21","Tarda","No és causa del  vianant",0,2,0,2,2,"434241,83","4583823,22","2.214286","41.40257"
"2017S005668    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Litoral                                           ","000670000","Dijous","Dj","Laboral","2017",6,"Juny","29","19","Tarda","No és causa del  vianant",0,1,0,1,2,"434241,83","4583823,22","2.201548","41.391097"
"2017S008675    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Bac de Roda                                       ","000670000","Divendres","Dv","Laboral","2017",10,"Octubre","20","17","Tarda","No és causa del  vianant",0,1,0,1,2,"434241,83","4583823,22","2.211126","41.401901"
"2017S010420    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)                               ","000650000","Dissabte","Ds","Laboral","2017",12,"Desembre","16","19","Tarda","No és causa del  vianant",0,1,0,1,2,"434371,96","4583978,79","2.213735","41.402829"
"2017S002461    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"CTRA B-10 (LLOBRE)                                ","000660000","Dimarts","Dm","Laboral","2017",3,"Març","28","07","Matí","No és causa del  vianant",0,1,0,1,2,"434299,84","4583908,15","2.213735","41.402829"
"2017S009070    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)                               ","000660000","Divendres","Dv","Laboral","2017",11,"Novembre","3","07","Matí","No és causa del  vianant",0,1,0,1,2,"434299,84","4583908,15","2.21288","41.402187"
"2017S006098    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701278,"Llevant / Diagonal                                ","0293 0293","Dijous","Dj","Laboral","2017",7,"Juliol","13","12","Matí","No és causa del  vianant",0,1,0,1,2,"434797,41","4584868,43","2.219305","41.411328"
"2017S004792    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",30500,"Badajoz                                           ","0157 0159","Dimecres","Dc","Laboral","2017",5,"Maig","31","13","Matí","No és causa del  vianant",0,2,0,2,2,"432445,79","4583913,82","2.190701","41.402084"
"2017S002477    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701498,"RDA LITORAL(BESÒS)                                ","000620000","Dimarts","Dm","Laboral","2017",3,"Març","28","15","Tarda","No és causa del  vianant",0,1,0,1,2,"434599,95","4584179,69","2.214758","41.403345"
"2017S000327    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701609,"RDA LITORAL(BESÒS)                                ","0003 0003","Divendres","Dv","Laboral","2017",1,"Gener","13","14","Tarda","No és causa del  vianant",0,3,0,3,4,"434732,95","4584601,51","2.217285","41.4053"
"2017S001205    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701609,"RDA LITORAL(LLOBRE                                ","0003 0003","Dilluns","Dl","Laboral","2017",2,"Febrer","13","18","Tarda","No és causa del  vianant",0,1,0,1,2,"434732,95","4584601,51","2.218003","41.406044"
"2017S001333    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701498,"RDA LITORAL(BESÒS)                                ","000660000","Divendres","Dv","Laboral","2017",2,"Febrer","17","14","Tarda","No és causa del  vianant",0,4,0,4,4,"434313,70","4583894,96","2.21559","41.404004"
